id,name,origin,teaType,ingredients,flavorProfile,bitterness,sweetness,floralNotes,spiceLevel,aroma,caffeine,calories,preparationTime,steepTemperature,waterRatio,healthBenefits,moodTags,season,price,rating,reviewsCount,description,foodPairings,imageUrl
TEA-IN-0429,Coonoor Highland Fragrant Amber,Nilgiri (Ooty Highlands),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Bright Citrus; Floral; Sweet Melon,1.7,6.5,6.8,0.7,8.7,48,5,4,93,2.5g per 200ml (or 1:1 milk-water for Chai),Weight Balance; Antioxidant Rich,Refreshed; Focused; Calm,Monsoon Special,1145.0,4.8,194,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Ooty Highlands). Imbued with prominent sensory notes of Bright Citrus, Floral, Sweet Melon, this blend exhibits an aroma rating of 8.7/10. Specially curated for refreshed, focused rituals, it offers potent weight balance, antioxidant rich.",Kashmiri Girda Flatbread with Butter; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0430,Turmeric Ginger Curcumin Immunity Guard Lot #439 '24,Uttarakhand Sacred Valleys,Ayurvedic Tisane,"Organic Tulsi (Holy Basil), Ashwagandha Root, Wild Himalayan Turmeric, Brahmi Leaves, Licorice (Mulethi), Fennel Seeds (Saunf), Lemongrass",Warm Ginger; Sweet Earthy; Botanical; Herbal,2.0,4.2,4.6,5.7,9.4,0,5,5,95,2.5g per 200ml (or 1:1 milk-water for Chai),Gut Health & Detox; Immunity Fortification; Deep Restful Sleep,Calm; Meditative,Monsoon Special,587.0,4.65,60,"An exquisite handcrafted ayurvedic tisane harvest from the famed terroirs of Uttarakhand Sacred Valleys. Imbued with prominent sensory notes of Warm Ginger, Sweet Earthy, Botanical, this blend exhibits an aroma rating of 9.4/10. Specially curated for calm, meditative rituals, it offers potent gut health & detox, immunity fortification.",Poha with Roasted Peanuts; Dhokla with Green Chilies; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0431,Palampur Orthodox Spring Gold,Himachal Pradesh (Dharamshala),Kangra Valley,100% Certified GI Tagged Kangra Valley Whole Leaf Tea,Floral; Roasted Corn; Sweet Vegetal; Pine Mist; Mellow Green,3.4,7.2,7.5,0.6,7.4,31,1,2,81,2.5g per 200ml (or 1:1 milk-water for Chai),Metabolic Balance; Peaceful Focus,Refreshed; Meditative; Focused,Monsoon Special,452.0,4.53,395,"An exquisite handcrafted kangra valley harvest from the famed terroirs of Himachal Pradesh (Dharamshala). Imbued with prominent sensory notes of Floral, Roasted Corn, Sweet Vegetal, this blend exhibits an aroma rating of 7.4/10. Specially curated for refreshed, meditative rituals, it offers potent metabolic balance, peaceful focus.",Kolkata Style Kathi Rolls; Warm Cardamom Nankhatai; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0432,Sikkim Green Dragon Spring Leaf '26,Sikkim (Ravangla Highlands),Sikkim Temi,100% Organic Single Estate Temi Leaves,Honeyed Wood; Muscatel; Peach; Caramel,2.4,8.4,8.2,1.6,9.2,48,5,3,89,2.5g per 200ml (or 1:1 milk-water for Chai),Pure Organic Nutrition; L-Theanine Serenity; Cardiovascular Support; Skin Vitality,Refreshed; Focused; Calm,Autumnal Harvest,1008.0,4.61,427,"An exquisite handcrafted sikkim temi harvest from the famed terroirs of Sikkim (Ravangla Highlands). Imbued with prominent sensory notes of Honeyed Wood, Muscatel, Peach, this blend exhibits an aroma rating of 9.2/10. Specially curated for refreshed, focused rituals, it offers potent pure organic nutrition, l-theanine serenity.",Crisp Hot Samosas with Mint & Tamarind Chutney; Crisp Onion & Paneer Pakoras,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0433,Single Estate Royal Amber Darjeeling Lot #564,Darjeeling (Singbulli),Darjeeling,100% Hand-Picked Camellia Sinensis Single Estate Darjeeling Leaves,Muscatel; Apricot; Floral; Citrus Zest,3.3,6.5,9.8,1.8,9.6,39,5,3,86,2.5g per 200ml (or 1:1 milk-water for Chai),Cellular Protection; Heart Wellness,Calm; Uplifted,Second Flush Summer,916.0,4.64,101,"An exquisite handcrafted darjeeling harvest from the famed terroirs of Darjeeling (Singbulli). Imbued with prominent sensory notes of Muscatel, Apricot, Floral, this blend exhibits an aroma rating of 9.6/10. Specially curated for calm, uplifted rituals, it offers potent cellular protection, heart wellness.",Gulab Jamun with Rosewater Syrup; Warm Cardamom Nankhatai; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1594631252845-29fc4cc8cde9?auto=format&fit=crop&w=800&q=80
TEA-IN-0434,Assam Tippy Golden Flowery Orange Pekoe,Assam (Dibrugarh),Assam,100% High-Grade Assam Whole Leaf & Golden Buds (Camellia Sinensis var. Assamica),Bold Body; Toasted Grain; Caramel; Dark Cocoa; Molasses,6.5,4.5,3.8,2.0,9.4,52,0,4,97,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Power; Immune Strength; Cardiovascular Support; Metabolic Fire,Uplifted; Focused,Autumnal Harvest,850.0,4.71,291,"An exquisite handcrafted assam harvest from the famed terroirs of Assam (Dibrugarh). Imbued with prominent sensory notes of Bold Body, Toasted Grain, Caramel, this blend exhibits an aroma rating of 9.4/10. Specially curated for uplifted, focused rituals, it offers potent digestive power, immune strength.",Poha with Roasted Peanuts; Dhokla with Green Chilies; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1571934811356-5cc061b6821f?auto=format&fit=crop&w=800&q=80
TEA-IN-0435,Cinnamon Bark & Clove Monsoon Chai Lot #985,Kolkata Street Estate,Masala Chai,"Assam CTC Black Tea, Green Cardamom Pods, Crushed Dry Ginger, Ceylon Cinnamon, Cloves, Black Pepper, Star Anise, Saffron",Ginger (Adrak); Peppery; Creamy; Sweet Heat; Clove (Laung),4.7,6.1,1.1,8.4,9.2,68,59,4,97,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Comfort; Immunity Shield; Anti-inflammatory; Instant Warming,Refreshed; Energetic; Cozy; Comforting,Autumnal Harvest,739.0,4.51,68,"An exquisite handcrafted masala chai harvest from the famed terroirs of Kolkata Street Estate. Imbued with prominent sensory notes of Ginger (Adrak), Peppery, Creamy, this blend exhibits an aroma rating of 9.2/10. Specially curated for refreshed, energetic rituals, it offers potent digestive comfort, immunity shield.",Dhokla with Green Chilies; Gulab Jamun with Rosewater Syrup,https://images.unsplash.com/photo-1571934811356-5cc061b6821f?auto=format&fit=crop&w=800&q=80
TEA-IN-0436,Traditional Samovar Cinnamon Kahwa,Kashmir (Gulmarg Hills),Kashmir Kahwa,"Kashmiri Green Tea Leaves, Pampore Pure Saffron Strands, Green Cardamom, Cinnamon, Crushed Almond Slivers, Dried Rose Petals",Cinnamon; Sweet Almond; Saffron (Kesar),1.9,8.7,9.3,7.2,9.1,20,1,4,85,2.5g per 200ml (or 1:1 milk-water for Chai),Stress Relief; Skin Glow & Radiance,Refreshed; Meditative; Calm,Autumnal Harvest,1878.0,4.71,294,"An exquisite handcrafted kashmir kahwa harvest from the famed terroirs of Kashmir (Gulmarg Hills). Imbued with prominent sensory notes of Cinnamon, Sweet Almond, Saffron (Kesar), this blend exhibits an aroma rating of 9.1/10. Specially curated for refreshed, meditative rituals, it offers potent stress relief, skin glow & radiance.",Crisp Onion & Paneer Pakoras; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0437,High Altitude Floral White Nilgiri,Nilgiri (Blue Mountains),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Bright Citrus; Crisp Fruit; Floral,3.2,7.3,7.5,1.0,8.6,49,0,4,89,2.5g per 200ml (or 1:1 milk-water for Chai),Heart Health; Antioxidant Rich,Creative; Uplifted; Focused,Autumnal Harvest,1184.0,4.37,160,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Blue Mountains). Imbued with prominent sensory notes of Bright Citrus, Crisp Fruit, Floral, this blend exhibits an aroma rating of 8.6/10. Specially curated for creative, uplifted rituals, it offers potent heart health, antioxidant rich.",Dhokla with Green Chilies; Shrewsbury Butter Biscuits; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0438,Moringa & Lemongrass Detox Flush Lot #565,Himalayan Foothills,Ayurvedic Tisane,"Organic Tulsi (Holy Basil), Ashwagandha Root, Wild Himalayan Turmeric, Brahmi Leaves, Licorice (Mulethi), Fennel Seeds (Saunf), Lemongrass",Warm Ginger; Herbal; Tulsi Mint; Botanical,2.0,5.3,4.1,2.2,8.2,0,1,6,100,2.5g per 200ml (or 1:1 milk-water for Chai),Gut Health & Detox; Immunity Fortification; Deep Restful Sleep,Soothing; Cozy,All Season,766.0,4.39,52,"An exquisite handcrafted ayurvedic tisane harvest from the famed terroirs of Himalayan Foothills. Imbued with prominent sensory notes of Warm Ginger, Herbal, Tulsi Mint, this blend exhibits an aroma rating of 8.2/10. Specially curated for soothing, cozy rituals, it offers potent gut health & detox, immunity fortification.",Shrewsbury Butter Biscuits; Crisp Hot Samosas with Mint & Tamarind Chutney,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0439,Palampur Orthodox Spring Gold,Himachal Pradesh (Kangra Valley),Kangra Valley,100% Certified GI Tagged Kangra Valley Whole Leaf Tea,Floral; Roasted Corn; Sweet Vegetal; Pine Mist; Nutty,2.8,5.7,6.3,1.0,7.2,31,0,3,81,2.5g per 200ml (or 1:1 milk-water for Chai),Antioxidant Shield; Digestive Ease; High Polyphenols; Peaceful Focus,Refreshed; Focused,All Season,981.0,4.32,349,"An exquisite handcrafted kangra valley harvest from the famed terroirs of Himachal Pradesh (Kangra Valley). Imbued with prominent sensory notes of Floral, Roasted Corn, Sweet Vegetal, this blend exhibits an aroma rating of 7.2/10. Specially curated for refreshed, focused rituals, it offers potent antioxidant shield, digestive ease.",Crisp Hot Samosas with Mint & Tamarind Chutney; Traditional Osmania Butter Biscuits,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0440,High Altitude Cloud Pluck Temi Red '24,"Sikkim (Temi Tea Estate, South Sikkim)",Sikkim Temi,100% Organic Single Estate Temi Leaves,Sweet Floral; Peach; Caramel,3.4,6.3,7.3,1.8,9.0,37,4,4,88,2.5g per 200ml (or 1:1 milk-water for Chai),L-Theanine Serenity; Cardiovascular Support,Focused; Serene,Winter Warmth,1508.0,4.65,444,"An exquisite handcrafted sikkim temi harvest from the famed terroirs of Sikkim (Temi Tea Estate, South Sikkim). Imbued with prominent sensory notes of Sweet Floral, Peach, Caramel, this blend exhibits an aroma rating of 9.0/10. Specially curated for focused, serene rituals, it offers potent l-theanine serenity, cardiovascular support.",Crisp Hot Samosas with Mint & Tamarind Chutney; Crisp Onion & Paneer Pakoras; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0441,Misty Mountain Bio-Dynamic First Flush,Darjeeling (Castle Castleton),Darjeeling,100% Hand-Picked Camellia Sinensis Single Estate Darjeeling Leaves,Citrus Zest; Apricot; Green Apple,3.1,7.5,7.8,1.1,8.8,50,4,4,85,2.5g per 200ml (or 1:1 milk-water for Chai),Mental Clarity; Gentle Vitality,Meditative; Uplifted,Monsoon Special,1267.0,4.37,125,"An exquisite handcrafted darjeeling harvest from the famed terroirs of Darjeeling (Castle Castleton). Imbued with prominent sensory notes of Citrus Zest, Apricot, Green Apple, this blend exhibits an aroma rating of 8.8/10. Specially curated for meditative, uplifted rituals, it offers potent mental clarity, gentle vitality.",Kolkata Style Kathi Rolls; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0442,Smoked Wild Bamboo Assam Lot #708 '25,Assam (Mangaldai),Assam,100% High-Grade Assam Whole Leaf & Golden Buds (Camellia Sinensis var. Assamica),Toasted Grain; Bold Body; Caramel,5.6,5.3,1.7,4.2,9.1,57,0,5,95,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Power; Cardiovascular Support,Energetic; Uplifted; Motivated; Focused,Second Flush Summer,1015.0,4.75,147,"An exquisite handcrafted assam harvest from the famed terroirs of Assam (Mangaldai). Imbued with prominent sensory notes of Toasted Grain, Bold Body, Caramel, this blend exhibits an aroma rating of 9.1/10. Specially curated for energetic, uplifted rituals, it offers potent digestive power, cardiovascular support.",Shrewsbury Butter Biscuits; Gulab Jamun with Rosewater Syrup; Dhokla with Green Chilies,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0443,Royal Elaichi & Kesar Rich Chai Lot #735,Assam & Kerala Spice Hills,Masala Chai,"Assam CTC Black Tea, Green Cardamom Pods, Crushed Dry Ginger, Ceylon Cinnamon, Cloves, Black Pepper, Star Anise, Saffron",Cinnamon (Dalchini); Sweet Heat; Peppery,3.0,5.2,1.0,8.6,9.7,68,21,4,97,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Comfort; Immunity Shield; Anti-inflammatory,Refreshed; Energetic; Uplifted; Cozy,First Flush Spring,315.0,4.73,369,"An exquisite handcrafted masala chai harvest from the famed terroirs of Assam & Kerala Spice Hills. Imbued with prominent sensory notes of Cinnamon (Dalchini), Sweet Heat, Peppery, this blend exhibits an aroma rating of 9.7/10. Specially curated for refreshed, energetic rituals, it offers potent digestive comfort, immunity shield.",Gulab Jamun with Rosewater Syrup; Warm Cardamom Nankhatai; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0444,Zaffran Emerald Heritage Brew,Kashmir (Srinagar Valley),Kashmir Kahwa,"Kashmiri Green Tea Leaves, Pampore Pure Saffron Strands, Green Cardamom, Cinnamon, Crushed Almond Slivers, Dried Rose Petals",Delicate Green; Saffron (Kesar); Cinnamon; Cardamom; Sweet Almond,1.5,8.6,8.0,6.7,9.3,25,3,3,85,2.5g per 200ml (or 1:1 milk-water for Chai),Calming Warmth; Stress Relief; Skin Glow & Radiance,Refreshed; Relaxed; Calm,All Season,587.0,4.82,163,"An exquisite handcrafted kashmir kahwa harvest from the famed terroirs of Kashmir (Srinagar Valley). Imbued with prominent sensory notes of Delicate Green, Saffron (Kesar), Cinnamon, this blend exhibits an aroma rating of 9.3/10. Specially curated for refreshed, relaxed rituals, it offers potent calming warmth, stress relief.",Dhokla with Green Chilies; Crisp Hot Samosas with Mint & Tamarind Chutney,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0445,Tiger Hill Single Cultivar Nilgiri Lot #125 '24,Nilgiri (Coonoor),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Floral; Sweet Melon; Bright Citrus; Crisp Fruit; Plum,1.6,7.1,6.0,1.8,9.3,51,3,4,88,2.5g per 200ml (or 1:1 milk-water for Chai),Daily Refreshment; Gentle Alertness,Creative; Uplifted; Focused,First Flush Spring,702.0,4.73,228,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Coonoor). Imbued with prominent sensory notes of Floral, Sweet Melon, Bright Citrus, this blend exhibits an aroma rating of 9.3/10. Specially curated for creative, uplifted rituals, it offers potent daily refreshment, gentle alertness.",Poha with Roasted Peanuts; Shrewsbury Butter Biscuits; Kashmiri Girda Flatbread with Butter,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0446,Chamomile & Shankhpushpi Deep Sleep Lot #456 '24,Madhya Pradesh Herbal Forests,Ayurvedic Tisane,"Organic Tulsi (Holy Basil), Ashwagandha Root, Wild Himalayan Turmeric, Brahmi Leaves, Licorice (Mulethi), Fennel Seeds (Saunf), Lemongrass",Warm Ginger; Cooling; Fennel Sweetness; Botanical,2.5,7.0,6.0,4.2,8.2,0,4,6,96,2.5g per 200ml (or 1:1 milk-water for Chai),Cortisol / Stress Reduction; Gut Health & Detox; Joint & Anti-inflammatory; Deep Restful Sleep,Calm; Soothing; Relaxed; Cozy,Monsoon Special,835.0,4.9,276,"An exquisite handcrafted ayurvedic tisane harvest from the famed terroirs of Madhya Pradesh Herbal Forests. Imbued with prominent sensory notes of Warm Ginger, Cooling, Fennel Sweetness, this blend exhibits an aroma rating of 8.2/10. Specially curated for calm, soothing rituals, it offers potent cortisol / stress reduction, gut health & detox.",Kashmiri Girda Flatbread with Butter; Spicy Bhakarwadi & Mathri,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0447,Snow Mist Kangra First Flush Lot #361 '26,Himachal Pradesh (Kangra Valley),Kangra Valley,100% Certified GI Tagged Kangra Valley Whole Leaf Tea,Floral; Roasted Corn; Sweet Vegetal; Pine Mist; Mellow Green,3.4,7.3,7.4,1.7,8.0,31,2,4,81,2.5g per 200ml (or 1:1 milk-water for Chai),Antioxidant Shield; Digestive Ease; High Polyphenols; Peaceful Focus,Meditative; Focused,Monsoon Special,990.0,4.51,406,"An exquisite handcrafted kangra valley harvest from the famed terroirs of Himachal Pradesh (Kangra Valley). Imbued with prominent sensory notes of Floral, Roasted Corn, Sweet Vegetal, this blend exhibits an aroma rating of 8.0/10. Specially curated for meditative, focused rituals, it offers potent antioxidant shield, digestive ease.",Gulab Jamun with Rosewater Syrup; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0448,Sikkim Royal Orthodox Muscatel Lot #199 '24,"Sikkim (Temi Tea Estate, South Sikkim)",Sikkim Temi,100% Organic Single Estate Temi Leaves,Honeyed Wood; Peach; Caramel; Sweet Floral,1.5,6.1,6.8,1.4,9.2,31,2,4,85,2.5g per 200ml (or 1:1 milk-water for Chai),Cardiovascular Support; Pure Organic Nutrition; L-Theanine Serenity; Skin Vitality,Refreshed; Meditative,Monsoon Special,1265.0,4.96,275,"An exquisite handcrafted sikkim temi harvest from the famed terroirs of Sikkim (Temi Tea Estate, South Sikkim). Imbued with prominent sensory notes of Honeyed Wood, Peach, Caramel, this blend exhibits an aroma rating of 9.2/10. Specially curated for refreshed, meditative rituals, it offers potent cardiovascular support, pure organic nutrition.",Poha with Roasted Peanuts; Dhokla with Green Chilies; Kashmiri Girda Flatbread with Butter,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0449,Vintage Muscatel Wonder,Darjeeling (Makaibari),Darjeeling,100% Hand-Picked Camellia Sinensis Single Estate Darjeeling Leaves,Muscatel; Honeysuckle; Apricot; Pine Wood,3.5,8.0,9.3,1.1,9.2,52,5,4,80,2.5g per 200ml (or 1:1 milk-water for Chai),High Antioxidants; Cellular Protection; Gentle Vitality,Calm; Meditative,Winter Warmth,2370.0,4.32,178,"An exquisite handcrafted darjeeling harvest from the famed terroirs of Darjeeling (Makaibari). Imbued with prominent sensory notes of Muscatel, Honeysuckle, Apricot, this blend exhibits an aroma rating of 9.2/10. Specially curated for calm, meditative rituals, it offers potent high antioxidants, cellular protection.",Kashmiri Girda Flatbread with Butter; Crisp Onion & Paneer Pakoras; Traditional Osmania Butter Biscuits,https://images.unsplash.com/photo-1546852199-2d8e8c4aa477?auto=format&fit=crop&w=800&q=80
TEA-IN-0450,Dark Mahogany Malt Reserve Lot #198,Assam (Jorhat),Assam,100% High-Grade Assam Whole Leaf & Golden Buds (Camellia Sinensis var. Assamica),Bold Body; Caramel; Toasted Grain; Malty; Molasses,4.4,6.0,3.3,4.3,8.1,67,3,5,100,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Power; Cardiovascular Support; High Sustained Energy; Metabolic Fire,Energetic; Focused; Cozy,Monsoon Special,478.0,4.63,22,"An exquisite handcrafted assam harvest from the famed terroirs of Assam (Jorhat). Imbued with prominent sensory notes of Bold Body, Caramel, Toasted Grain, this blend exhibits an aroma rating of 8.1/10. Specially curated for energetic, focused rituals, it offers potent digestive power, cardiovascular support.",Spicy Bhakarwadi & Mathri; Kolkata Style Kathi Rolls; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1571934811356-5cc061b6821f?auto=format&fit=crop&w=800&q=80
TEA-IN-0451,Fiery Adrak & Kali Mirch Kadak Chai,Rajasthan Royal Palace,Masala Chai,"Assam CTC Black Tea, Green Cardamom Pods, Crushed Dry Ginger, Ceylon Cinnamon, Cloves, Black Pepper, Star Anise, Saffron",Clove (Laung); Ginger (Adrak); Peppery,4.0,7.1,3.5,8.1,9.4,61,22,4,96,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Comfort; Anti-inflammatory; Immunity Shield; Instant Warming,Energetic; Uplifted; Comforting; Cozy,Monsoon Special,402.0,4.68,236,"An exquisite handcrafted masala chai harvest from the famed terroirs of Rajasthan Royal Palace. Imbued with prominent sensory notes of Clove (Laung), Ginger (Adrak), Peppery, this blend exhibits an aroma rating of 9.4/10. Specially curated for energetic, uplifted rituals, it offers potent digestive comfort, anti-inflammatory.",Gulab Jamun with Rosewater Syrup; Spicy Bhakarwadi & Mathri,https://images.unsplash.com/photo-1544787219-7f47ccb76574?auto=format&fit=crop&w=800&q=80
TEA-IN-0452,Pampore Golden Saffron Green Infusion '25,Kashmir (Srinagar Valley),Kashmir Kahwa,"Kashmiri Green Tea Leaves, Pampore Pure Saffron Strands, Green Cardamom, Cinnamon, Crushed Almond Slivers, Dried Rose Petals",Cinnamon; Cardamom; Sweet Almond; Floral Honey; Nutty,1.9,7.5,6.9,7.8,9.1,15,0,5,81,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Fire; Skin Glow & Radiance; Immunity Boost,Calm; Refreshed,First Flush Spring,782.0,4.5,402,"An exquisite handcrafted kashmir kahwa harvest from the famed terroirs of Kashmir (Srinagar Valley). Imbued with prominent sensory notes of Cinnamon, Cardamom, Sweet Almond, this blend exhibits an aroma rating of 9.1/10. Specially curated for calm, refreshed rituals, it offers potent digestive fire, skin glow & radiance.",Shrewsbury Butter Biscuits; Crisp Hot Samosas with Mint & Tamarind Chutney,https://images.unsplash.com/photo-1563822249548-9a72b6353cd1?auto=format&fit=crop&w=800&q=80
TEA-IN-0453,Nilgiri Frost Tea Winter Pluck '24,Nilgiri (Ooty Highlands),Nilgiri,100% High-Elevation Nilgiri Camellia Sinensis,Honey; Sweet Melon; Plum,2.3,6.7,7.6,1.1,9.2,41,1,4,88,2.5g per 200ml (or 1:1 milk-water for Chai),Weight Balance; Heart Health; Antioxidant Rich,Refreshed; Creative; Uplifted,Monsoon Special,875.0,4.97,57,"An exquisite handcrafted nilgiri harvest from the famed terroirs of Nilgiri (Ooty Highlands). Imbued with prominent sensory notes of Honey, Sweet Melon, Plum, this blend exhibits an aroma rating of 9.2/10. Specially curated for refreshed, creative rituals, it offers potent weight balance, heart health.",Shrewsbury Butter Biscuits; Irani Cafe Bun Maska & Chai,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0454,Brahmi & Shankhpushpi Memory Tonic Lot #471 '25,Uttarakhand Sacred Valleys,Ayurvedic Tisane,"Organic Tulsi (Holy Basil), Ashwagandha Root, Wild Himalayan Turmeric, Brahmi Leaves, Licorice (Mulethi), Fennel Seeds (Saunf), Lemongrass",Warm Ginger; Cooling; Sweet Earthy; Botanical,1.5,7.0,4.2,3.3,8.3,0,5,6,98,2.5g per 200ml (or 1:1 milk-water for Chai),Cortisol / Stress Reduction; Gut Health & Detox; Immunity Fortification; Joint & Anti-inflammatory,Soothing; Cozy,Monsoon Special,571.0,4.68,380,"An exquisite handcrafted ayurvedic tisane harvest from the famed terroirs of Uttarakhand Sacred Valleys. Imbued with prominent sensory notes of Warm Ginger, Cooling, Sweet Earthy, this blend exhibits an aroma rating of 8.3/10. Specially curated for soothing, cozy rituals, it offers potent cortisol / stress reduction, gut health & detox.",Dhokla with Green Chilies; Spicy Bhakarwadi & Mathri; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1597481499750-3e6b22637e12?auto=format&fit=crop&w=800&q=80
TEA-IN-0455,Wild Herb Infused Kangra Tea,Himachal Pradesh (Kangra Valley),Kangra Valley,100% Certified GI Tagged Kangra Valley Whole Leaf Tea,Sweet Vegetal; Mellow Green; Floral; Roasted Corn,2.2,7.5,8.2,1.0,8.1,31,2,3,83,2.5g per 200ml (or 1:1 milk-water for Chai),Digestive Ease; High Polyphenols; Peaceful Focus,Refreshed; Uplifted; Meditative; Focused,First Flush Spring,665.0,4.92,142,"An exquisite handcrafted kangra valley harvest from the famed terroirs of Himachal Pradesh (Kangra Valley). Imbued with prominent sensory notes of Sweet Vegetal, Mellow Green, Floral, this blend exhibits an aroma rating of 8.1/10. Specially curated for refreshed, uplifted rituals, it offers potent digestive ease, high polyphenols.",Dhokla with Green Chilies; Shrewsbury Butter Biscuits; Warm Cardamom Nankhatai,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0456,Sikkim Royal Orthodox Muscatel,Sikkim (Ravangla Highlands),Sikkim Temi,100% Organic Single Estate Temi Leaves,Honeyed Wood; Sweet Floral; Caramel; Muscatel; Gentle Spice,2.9,6.7,8.0,2.3,8.3,42,1,4,86,2.5g per 200ml (or 1:1 milk-water for Chai),Pure Organic Nutrition; L-Theanine Serenity; Cardiovascular Support; Skin Vitality,Refreshed; Serene,Second Flush Summer,745.0,4.63,158,"An exquisite handcrafted sikkim temi harvest from the famed terroirs of Sikkim (Ravangla Highlands). Imbued with prominent sensory notes of Honeyed Wood, Sweet Floral, Caramel, this blend exhibits an aroma rating of 8.3/10. Specially curated for refreshed, serene rituals, it offers potent pure organic nutrition, l-theanine serenity.",Poha with Roasted Peanuts; Gulab Jamun with Rosewater Syrup,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
TEA-IN-0457,High Elevation Queen of Teas '25,Darjeeling (Margaret's Hope),Darjeeling,100% Hand-Picked Camellia Sinensis Single Estate Darjeeling Leaves,Floral; Honey; Honeysuckle; Apricot; Pine Wood,1.8,6.5,8.7,1.1,8.1,50,2,4,87,2.5g per 200ml (or 1:1 milk-water for Chai),Mental Clarity; High Antioxidants; Gentle Vitality,Calm; Uplifted; Focused,First Flush Spring,885.0,4.55,430,"An exquisite handcrafted darjeeling harvest from the famed terroirs of Darjeeling (Margaret's Hope). Imbued with prominent sensory notes of Floral, Honey, Honeysuckle, this blend exhibits an aroma rating of 8.1/10. Specially curated for calm, uplifted rituals, it offers potent mental clarity, high antioxidants.",Spicy Bhakarwadi & Mathri; Crisp Onion & Paneer Pakoras; Kolkata Style Kathi Rolls,https://images.unsplash.com/photo-1576092768241-dec231879fc3?auto=format&fit=crop&w=800&q=80
